leaf_size, node_size, main_loc, snippet_size, snippet_loc, build_or_not
1, 1, -1, 68, -1, false
1, 2, -1, 68, -1, false
4, 7, -1, 79, -1, false
5, 8, -1, 79, -1, false
3, 6, -1, 67, -1, false
38, 82, -1, 305, -1, false
33, 72, -1, 304, -1, false
31, 69, -1, 305, -1, false
6, 10, -1, 137, -1, false
4, 8, -1, 68, -1, false
5, 9, -1, 68, -1, false
6, 14, -1, 314, -1, false
5, 12, -1, 139, -1, false
9, 16, -1, 140, -1, false
0, 1, -1, 65, -1, false
1, 1, -1, 316, -1, false
0, 1, -1, 65, -1, false
19, 31, -1, 135, -1, false
19, 32, -1, 135, -1, false
18, 31, -1, 140, -1, false
23, 43, -1, 145, -1, false
20, 43, -1, 321, -1, false
20, 42, -1, 145, -1, false
7, 16, -1, 59, -1, false
10, 19, -1, 59, -1, false
12, 20, -1, 60, -1, false
8, 17, -1, 79, -1, false
11, 23, -1, 120, -1, false
10, 20, -1, 119, -1, false
13, 34, -1, 1, -1, true
14, 30, -1, 1, -1, true
10, 29, -1, 1, -1, true
4, 15, -1, 0, -1, false
7, 20, -1, 0, -1, false
5, 14, -1, 0, -1, false
11, 31, -1, 0, -1, false
11, 32, -1, 0, -1, false
10, 30, -1, 0, -1, true
5, 15, -1, 2, -1, true
5, 13, -1, 2, -1, true
5, 16, -1, 2, -1, true
9, 32, -1, 2, -1, true
5, 25, -1, 1, -1, true
9, 33, -1, 2, -1, true
7, 22, -1, 2, -1, true
6, 20, -1, 1, -1, true
7, 21, -1, 2, -1, true
15, 32, -1, 1, -1, false
10, 24, -1, 1, -1, false
17, 35, -1, 1, -1, false
6, 9, -1, 0, -1, false
6, 9, -1, 2, -1, false
8, 11, -1, 2, -1, false
4, 9, -1, 0, -1, true
4, 9, -1, 0, -1, true
2, 4, -1, 0, -1, false
10, 20, -1, 330, -1, false
14, 26, -1, 330, -1, false
15, 27, -1, 331, -1, false
0, 1, -1, 41, -1, false
0, 1, -1, 41, -1, false
1, 1, -1, 322, -1, false
2, 3, -1, 58, -1, false
6, 7, -1, 62, -1, false
5, 6, -1, 62, -1, false
11, 12, -1, 68, -1, false
8, 9, -1, 67, -1, false
12, 13, -1, 68, -1, false
18, 19, -1, 68, -1, false
23, 24, -1, 68, -1, false
19, 20, -1, 68, -1, false
26, 27, -1, 67, -1, false
18, 19, -1, 67, -1, false
18, 19, -1, 67, -1, false
9, 12, -1, 65, -1, false
10, 13, -1, 68, -1, false
12, 15, -1, 68, -1, false
9, 13, -1, 67, -1, false
12, 16, -1, 65, -1, false
11, 15, -1, 66, -1, false
9, 12, -1, 66, -1, false
8, 11, -1, 68, -1, false
8, 10, -1, 64, -1, false
8, 11, -1, 69, -1, false
9, 12, -1, 69, -1, false
6, 9, -1, 63, -1, false
1, 2, -1, 57, -1, false
2, 3, -1, 57, -1, false
2, 3, -1, 53, -1, false
3, 4, -1, 61, -1, false
1, 1, -1, 53, -1, false
4, 5, -1, 62, -1, false
5, 6, -1, 65, -1, false
4, 5, -1, 62, -1, false
2, 3, -1, 53, -1, false
5, 6, -1, 62, -1, false
3, 4, -1, 62, -1, false
7, 8, -1, 62, -1, false
4, 5, -1, 63, -1, false
5, 6, -1, 68, -1, false
4, 5, -1, 60, -1, false
3, 4, -1, 59, -1, false
5, 6, -1, 60, -1, false
6, 7, -1, 64, -1, false
4, 5, -1, 65, -1, false
7, 8, -1, 65, -1, false
1, 1, -1, 53, -1, false
3, 6, -1, 57, -1, false
3, 6, -1, 53, -1, false
4, 6, -1, 62, -1, false
2, 4, -1, 61, -1, false
2, 3, -1, 53, -1, false
2, 4, -1, 61, -1, false
0, 1, -1, 0, -1, false
3, 6, -1, 1, -1, false
3, 6, -1, 1, -1, false
3, 8, -1, 6, -1, false
3, 7, -1, 0, -1, false
4, 7, -1, 6, -1, false
7, 14, -1, 0, -1, true
9, 16, -1, 3, -1, false
8, 15, -1, 0, -1, true
12, 27, -1, 162, -1, false
14, 25, -1, 361, -1, false
15, 30, -1, 361, -1, false
14, 27, -1, 0, -1, false
15, 26, -1, 0, -1, true
19, 30, -1, 0, -1, false
3, 4, -1, 5, -1, false
2, 3, -1, 4, -1, true
1, 1, -1, 1, -1, false
2, 3, -1, 5, -1, false
3, 4, -1, 5, -1, false
2, 3, -1, 5, -1, false
4, 8, -1, 0, -1, true
3, 7, -1, 0, -1, true
3, 7, -1, 0, -1, true
1, 1, -1, 1, -1, true
1, 1, -1, 0, -1, true
1, 2, -1, 1, -1, true
4, 7, -1, 3, -1, false
5, 8, -1, 3, -1, false
3, 6, -1, 0, -1, true
1, 1, -1, 0, -1, true
3, 4, -1, 0, -1, true
2, 3, -1, 0, -1, false
5, 6, -1, 370, -1, false
8, 9, -1, 371, -1, false
3, 4, -1, 64, -1, false
2, 3, -1, 6, -1, false
3, 4, -1, 12, -1, false
1, 1, -1, 4, -1, false
4, 5, -1, 12, -1, false
4, 5, -1, 369, -1, false
5, 6, -1, 371, -1, false
2, 3, -1, 2, -1, false
6, 7, -1, 370, -1, false
9, 10, -1, 371, -1, false
3, 4, -1, 6, -1, false
2, 3, -1, 364, -1, false
3, 4, -1, 364, -1, false
14, 15, -1, 65, -1, false
11, 12, -1, 371, -1, false
9, 10, -1, 65, -1, false
3, 4, -1, 12, -1, false
1, 2, -1, 362, -1, false
1, 1, -1, 2, -1, false
4, 5, -1, 371, -1, false
4, 5, -1, 370, -1, false
4, 5, -1, 365, -1, false
3, 4, -1, 370, -1, false
3, 4, -1, 370, -1, false
3, 4, -1, 364, -1, false
43, 44, -1, 45, -1, false
54, 55, -1, 372, -1, false
40, 41, -1, 44, -1, false
26, 27, -1, 371, -1, false
18, 19, -1, 45, -1, false
24, 25, -1, 372, -1, false
1, 2, -1, 2, -1, false
3, 4, -1, 44, -1, false
1, 1, -1, 6, -1, false
5, 6, -1, 371, -1, false
3, 4, -1, 365, -1, false
3, 4, -1, 12, -1, false
8, 9, -1, 371, -1, false
6, 7, -1, 12, -1, false
8, 9, -1, 371, -1, false
8, 9, -1, 65, -1, false
9, 10, -1, 371, -1, false
9, 10, -1, 371, -1, false
7, 8, -1, 366, -1, false
4, 5, -1, 364, -1, false
5, 6, -1, 364, -1, false
5, 6, -1, 12, -1, false
6, 7, -1, 12, -1, false
9, 10, -1, 372, -1, false
3, 4, -1, 8, -1, false
8, 9, -1, 371, -1, false
7, 8, -1, 372, -1, false
10, 12, -1, 371, -1, false
13, 15, -1, 14, -1, false
11, 13, -1, 16, -1, false
8, 11, -1, 47, -1, false
3, 5, -1, 38, -1, false
7, 9, -1, 366, -1, false
14, 15, -1, 371, -1, false
17, 18, -1, 65, -1, false
19, 20, -1, 66, -1, false
23, 24, -1, 15, -1, false
36, 37, -1, 14, -1, false
26, 27, -1, 13, -1, false
28, 29, -1, 14, -1, false
25, 26, -1, 374, -1, false
23, 24, -1, 14, -1, false
78, 79, -1, 54, -1, false
78, 81, -1, 47, -1, false
63, 66, -1, 54, -1, false
7, 9, -1, 365, -1, false
9, 11, -1, 8, -1, false
10, 12, -1, 12, -1, false
1, 2, -1, 374, -1, false
1, 1, -1, 374, -1, false
1, 2, -1, 374, -1, false
1, 2, -1, 374, -1, false
0, 1, -1, 0, -1, true
0, 1, -1, 0, -1, true
0, 1, -1, 0, -1, true
1, 2, -1, 374, -1, false
1, 1, -1, 374, -1, false
2, 3, -1, 5, -1, true
2, 3, -1, 5, -1, true
1, 2, -1, 1, -1, true
8, 9, -1, 57, -1, false
7, 8, -1, 57, -1, false
5, 6, -1, 6, -1, false
1, 1, -1, 0, -1, true
1, 2, -1, 0, -1, true
1, 1, -1, 0, -1, true
3, 4, -1, 58, -1, false
3, 4, -1, 58, -1, false
3, 4, -1, 58, -1, false
1, 1, -1, 4, -1, false
1, 2, -1, 4, -1, false
1, 2, -1, 0, -1, true
2, 3, -1, 4, -1, false
3, 4, -1, 57, -1, false
2, 3, -1, 53, -1, false
1, 1, -1, 4, -1, false
3, 4, -1, 57, -1, false
1, 1, -1, 0, -1, true
2, 3, -1, 4, -1, false
2, 3, -1, 53, -1, false
1, 1, -1, 0, -1, true
1, 1, -1, 0, -1, true
3, 4, -1, 57, -1, false
2, 3, -1, 8, -1, false
2, 3, -1, 53, -1, false
2, 3, -1, 4, -1, false
2, 3, -1, 4, -1, false
0, 1, -1, 0, -1, true
2, 3, -1, 4, -1, false
2, 3, -1, 53, -1, false
1, 2, -1, 0, -1, true
3, 4, -1, 57, -1, false
3, 4, -1, 57, -1, false
2, 3, -1, 53, -1, false
3, 4, -1, 57, -1, false
2, 3, -1, 53, -1, false
1, 2, -1, 0, -1, true
1, 2, -1, 4, -1, false
1, 2, -1, 4, -1, false
0, 1, -1, 0, -1, true
3, 4, -1, 4, -1, false
2, 3, -1, 4, -1, false
3, 4, -1, 57, -1, false
2, 3, -1, 53, -1, false
3, 4, -1, 57, -1, false
1, 2, -1, 0, -1, true
1, 1, -1, 0, -1, true
3, 4, -1, 57, -1, false
2, 3, -1, 53, -1, false
2, 3, -1, 53, -1, false
1, 2, -1, 4, -1, false
3, 4, -1, 4, -1, false
3, 4, -1, 57, -1, false
2, 3, -1, 4, -1, false
2, 4, -1, 2, -1, true
4, 7, -1, 4, -1, false
2, 4, -1, 2, -1, false
7, 12, -1, 42, -1, false
7, 11, -1, 41, -1, false
9, 14, -1, 41, -1, false
2, 3, -1, 36, -1, false
1, 2, -1, 36, -1, false
4, 5, -1, 41, -1, false
3, 9, -1, 38, -1, false
2, 7, -1, 36, -1, false
2, 7, -1, 36, -1, false
1, 3, -1, 36, -1, false
1, 4, -1, 36, -1, false
1, 4, -1, 36, -1, false
5, 8, -1, 53, -1, false
4, 7, -1, 47, -1, false
4, 8, -1, 47, -1, false
2, 6, -1, 36, -1, false
4, 8, -1, 36, -1, false
4, 8, -1, 36, -1, false
1, 2, -1, 55, -1, false
0, 1, -1, 36, -1, false
1, 2, -1, 55, -1, false
0, 2, -1, 0, -1, true
3, 8, -1, 0, -1, false
4, 9, -1, 0, -1, false
4, 5, -1, 1, -1, false
3, 4, -1, 0, -1, false
4, 5, -1, 1, -1, false
3, 4, -1, 1, -1, false
1, 2, -1, 1, -1, false
2, 3, -1, 0, -1, false
8, 11, -1, 0, -1, false
8, 11, -1, 0, -1, false
6, 7, -1, 0, -1, false
3, 6, -1, 0, -1, true
2, 4, -1, 0, -1, true
3, 6, -1, 0, -1, true
0, 3, -1, 2, -1, true
0, 1, -1, 0, -1, true
1, 3, -1, 4, -1, false
1, 2, -1, 39, -1, false
2, 3, -1, 39, -1, false
2, 3, -1, 39, -1, false
0, 1, -1, 0, -1, true
2, 3, -1, 41, -1, false
0, 1, -1, 0, -1, true
3, 6, -1, 41, -1, false
3, 6, -1, 40, -1, false
3, 5, -1, 0, -1, true
22, 42, -1, 52, -1, false
13, 31, -1, 52, -1, false
15, 34, -1, 49, -1, false
10, 21, -1, 39, -1, false
11, 21, -1, 38, -1, false
9, 21, -1, 39, -1, false
5, 9, -1, 36, -1, false
4, 7, -1, 36, -1, false
5, 9, -1, 36, -1, false
5, 7, -1, 39, -1, false
4, 7, -1, 41, -1, false
3, 6, -1, 36, -1, false
4, 7, -1, 36, -1, false
3, 5, -1, 36, -1, false
4, 7, -1, 36, -1, false
3, 4, -1, 56, -1, false
5, 6, -1, 56, -1, false
5, 6, -1, 56, -1, false
4, 11, -1, 57, -1, false
5, 10, -1, 64, -1, false
4, 9, -1, 64, -1, false
2, 4, -1, 66, -1, false
1, 1, -1, 0, -1, true
1, 1, -1, 0, -1, true
2, 7, -1, 36, -1, false
3, 8, -1, 36, -1, false
3, 7, -1, 38, -1, false
3, 11, -1, 42, -1, false
2, 11, -1, 42, -1, false
4, 12, -1, 46, -1, false
1, 5, -1, 67, -1, false
1, 6, -1, 67, -1, false
2, 7, -1, 69, -1, false
8, 15, -1, 46, -1, false
9, 16, -1, 45, -1, false
7, 14, -1, 43, -1, false
2, 3, -1, 36, -1, false
3, 4, -1, 36, -1, false
2, 3, -1, 36, -1, false
3, 8, -1, 47, -1, false
2, 7, -1, 47, -1, false
3, 8, -1, 47, -1, false
7, 15, -1, 50, -1, false
10, 19, -1, 50, -1, false
8, 17, -1, 50, -1, false
1, 5, -1, 36, -1, false
5, 9, -1, 50, -1, false
6, 10, -1, 54, -1, false
9, 18, -1, 55, -1, false
7, 16, -1, 55, -1, false
8, 17, -1, 55, -1, false
4, 5, -1, 36, -1, false
4, 5, -1, 36, -1, false
4, 5, -1, 36, -1, false
3, 4, -1, 56, -1, false
0, 1, -1, 36, -1, false
2, 3, -1, 56, -1, false
16, 23, -1, 36, -1, false
11, 18, -1, 36, -1, false
15, 22, -1, 36, -1, false
9, 17, -1, 44, -1, false
14, 22, -1, 92, -1, false
13, 21, -1, 92, -1, false
3, 6, -1, 97, -1, false
3, 6, -1, 97, -1, false
4, 7, -1, 51, -1, false

leaf_size, node_size, main_loc, snippet_size, snippet_loc, build_or_not
5, 9, -1, 1, -1, false
4, 8, -1, 1, -1, false
4, 8, -1, 1, -1, false
3, 4, -1, 0, -1, false
1, 2, -1, 0, -1, false
3, 4, -1, 0, -1, false
3, 11, -1, 1, -1, false
2, 9, -1, 1, -1, false
2, 10, -1, 1, -1, false
7, 17, -1, 13, -1, false
5, 12, -1, 13, -1, false
7, 18, -1, 13, -1, false
6, 16, -1, 15, -1, false
5, 14, -1, 14, -1, false
4, 14, -1, 15, -1, false
7, 16, -1, 15, -1, false
6, 16, -1, 15, -1, false
5, 15, -1, 15, -1, false
2, 5, -1, 0, -1, false
3, 6, -1, 0, -1, false
1, 4, -1, 0, -1, false
4, 10, -1, 2, -1, false
7, 14, -1, 6, -1, false
6, 15, -1, 6, -1, false
1, 2, -1, 5, -1, false
1, 2, -1, 5, -1, false
1, 2, -1, 5, -1, false
0, 1, -1, 0, -1, true
0, 1, -1, 0, -1, true
1, 1, -1, 5, -1, false
5, 8, -1, 8, -1, false
2, 5, -1, 6, -1, false
3, 6, -1, 8, -1, false
4, 16, -1, 16, -1, false
4, 18, -1, 14, -1, false
5, 19, -1, 26, -1, false
5, 9, -1, 6, -1, false
10, 15, -1, 6, -1, false
5, 10, -1, 6, -1, false
3, 6, -1, 6, -1, false
2, 6, -1, 6, -1, false
3, 8, -1, 8, -1, false
2, 4, -1, 5, -1, false
2, 5, -1, 1, -1, false
1, 2, -1, 1, -1, false
1, 2, -1, 0, -1, false
0, 1, -1, 0, -1, false
1, 1, -1, 0, -1, false
4, 16, -1, 1, -1, false
8, 21, -1, 0, -1, false
12, 25, -1, 1, -1, false
0, 1, -1, 0, -1, true
1, 1, -1, 16, -1, false
1, 2, -1, 16, -1, false
1, 2, -1, 0, -1, false
4, 5, -1, 12, -1, false
2, 3, -1, 0, -1, false
2, 3, -1, 12, -1, false
3, 4, -1, 58, -1, false
2, 3, -1, 12, -1, false
11, 14, -1, 15, -1, false
9, 13, -1, 62, -1, false
12, 16, -1, 62, -1, false
1, 2, -1, 65, -1, false
1, 2, -1, 65, -1, false
0, 1, -1, 0, -1, false
20, 34, -1, 33, -1, false
23, 37, -1, 33, -1, false
20, 33, -1, 33, -1, false
0, 1, -1, 0, -1, true
0, 1, -1, 0, -1, true
1, 1, -1, 36, -1, false
14, 20, -1, 20, -1, false
13, 18, -1, 15, -1, false
15, 21, -1, 15, -1, false
1, 1, -1, 23, -1, false
1, 1, -1, 23, -1, false
1, 1, -1, 23, -1, false
9, 14, -1, 23, -1, false
8, 15, -1, 23, -1, false
14, 21, -1, 23, -1, false
1, 1, -1, 26, -1, false
0, 1, -1, 0, -1, true
1, 2, -1, 26, -1, false
3, 7, -1, 59, -1, false
1, 1, -1, 1, -1, false
3, 7, -1, 59, -1, false
2, 3, -1, 0, -1, false
1, 1, -1, 0, -1, false
1, 1, -1, 0, -1, false
3, 6, -1, 12, -1, false
0, 1, -1, 0, -1, true
3, 6, -1, 12, -1, false
6, 11, -1, 3, -1, true
8, 13, -1, 3, -1, true
3, 7, -1, 3, -1, false
1, 1, -1, 3, -1, true
1, 2, -1, 3, -1, false
1, 2, -1, 3, -1, false
1, 1, -1, 3, -1, true
1, 2, -1, 3, -1, false
1, 1, -1, 3, -1, true
1, 2, -1, 3, -1, true
0, 1, -1, 3, -1, true
0, 1, -1, 3, -1, true
4, 8, -1, 3, -1, true
7, 11, -1, 3, -1, true
5, 10, -1, 3, -1, true
1, 1, -1, 3, -1, true
0, 1, -1, 3, -1, true
1, 2, -1, 3, -1, true
0, 4, -1, 5, -1, true
1, 3, -1, 5, -1, false
0, 5, -1, 6, -1, false
0, 1, -1, 3, -1, true
1, 2, -1, 3, -1, true
1, 2, -1, 3, -1, true
2, 4, -1, 5, -1, false
3, 4, -1, 5, -1, false
0, 1, -1, 0, -1, true
2, 3, -1, 4, -1, true
2, 5, -1, 5, -1, false
2, 3, -1, 4, -1, false
2, 3, -1, 3, -1, true
2, 3, -1, 3, -1, true
2, 3, -1, 3, -1, true
0, 2, -1, 1, -1, false
1, 3, -1, 1, -1, false
1, 3, -1, 1, -1, false
1, 2, -1, 1, -1, false
1, 1, -1, 1, -1, false
1, 1, -1, 1, -1, false
2, 6, -1, 1, -1, false
2, 7, -1, 1, -1, false
3, 8, -1, 58, -1, false
1, 2, -1, 16, -1, false
0, 1, -1, 1, -1, false
1, 2, -1, 16, -1, false
1, 2, -1, 16, -1, false
1, 1, -1, 16, -1, false
0, 1, -1, 1, -1, false
0, 1, -1, 1, -1, false
1, 1, -1, 16, -1, false
0, 1, -1, 1, -1, false
5, 8, -1, 16, -1, false
8, 11, -1, 1, -1, false
7, 10, -1, 16, -1, false
2, 3, -1, 13, -1, false
3, 4, -1, 17, -1, false
2, 3, -1, 17, -1, false
1, 1, -1, 12, -1, false
1, 1, -1, 17, -1, false
1, 2, -1, 12, -1, false
0, 1, -1, 11, -1, false
1, 2, -1, 16, -1, false
1, 2, -1, 16, -1, false
2, 3, -1, 10, -1, false
3, 4, -1, 16, -1, false
2, 3, -1, 10, -1, false
4, 5, -1, 43, -1, false
4, 5, -1, 17, -1, false
3, 4, -1, 17, -1, false
1, 1, -1, 16, -1, false
4, 5, -1, 44, -1, false
2, 3, -1, 17, -1, false
5, 6, -1, 12, -1, false
6, 7, -1, 12, -1, false
1, 2, -1, 12, -1, false
1, 4, -1, 1, -1, false
0, 1, -1, 1, -1, false
0, 3, -1, 1, -1, false
9, 16, -1, 16, -1, false
9, 15, -1, 21, -1, false
7, 13, -1, 21, -1, false
6, 10, -1, 30, -1, false
10, 14, -1, 30, -1, false
7, 11, -1, 10, -1, false
8, 13, -1, 24, -1, false
5, 9, -1, 40, -1, false
6, 10, -1, 40, -1, false
6, 17, -1, 31, -1, false
7, 18, -1, 30, -1, false
6, 15, -1, 21, -1, false
1, 1, -1, 0, -1, false
2, 3, -1, 0, -1, false
0, 1, -1, 0, -1, false
2, 3, -1, 0, -1, false
2, 3, -1, 0, -1, false
2, 3, -1, 0, -1, false
6, 14, -1, 22, -1, false
10, 19, -1, 31, -1, false
5, 14, -1, 24, -1, false
2, 7, -1, 15, -1, false
6, 13, -1, 20, -1, false
5, 12, -1, 16, -1, false
9, 21, -1, 28, -1, false
13, 27, -1, 30, -1, false
10, 21, -1, 25, -1, false
5, 12, -1, 104, -1, false
11, 18, -1, 116, -1, false
7, 14, -1, 114, -1, false
80, 168, -1, 65, -1, false
83, 180, -1, 65, -1, false
65, 154, -1, 65, -1, false
8, 17, -1, 0, -1, false
7, 17, -1, 65, -1, false
10, 20, -1, 10, -1, false
7, 12, -1, 65, -1, false
4, 11, -1, 65, -1, false
7, 14, -1, 65, -1, false
3, 6, -1, 0, -1, false
5, 8, -1, 0, -1, false
3, 6, -1, 0, -1, false
11, 26, -1, 14, -1, false
14, 30, -1, 15, -1, false
12, 28, -1, 14, -1, false
7, 20, -1, 12, -1, false
10, 25, -1, 12, -1, false
11, 25, -1, 12, -1, false
6, 14, -1, 58, -1, false
7, 14, -1, 58, -1, false
9, 17, -1, 58, -1, false
6, 19, -1, 67, -1, false
12, 26, -1, 67, -1, false
8, 23, -1, 67, -1, false
3, 5, -1, 11, -1, false
1, 3, -1, 10, -1, false
5, 7, -1, 11, -1, false
1, 12, -1, 14, -1, false
1, 7, -1, 14, -1, false
1, 11, -1, 12, -1, false
1, 3, -1, 1, -1, false
1, 1, -1, 1, -1, false
1, 2, -1, 1, -1, false
2, 5, -1, 11, -1, false
2, 4, -1, 11, -1, false
3, 6, -1, 11, -1, false
1, 4, -1, 0, -1, false
2, 6, -1, 0, -1, false
1, 5, -1, 0, -1, false
1, 4, -1, 11, -1, false
1, 4, -1, 11, -1, false
0, 2, -1, 0, -1, false
10, 19, -1, 28, -1, false
11, 21, -1, 85, -1, false
7, 15, -1, 69, -1, false
2, 6, -1, 3, -1, false
1, 4, -1, 3, -1, false
1, 1, -1, 0, -1, false
3, 5, -1, 14, -1, false
3, 5, -1, 18, -1, false
4, 6, -1, 18, -1, false
2, 7, -1, 11, -1, false
2, 6, -1, 10, -1, false
3, 6, -1, 10, -1, false
3, 8, -1, 65, -1, false
2, 5, -1, 65, -1, false
5, 10, -1, 65, -1, false
4, 9, -1, 11, -1, false
3, 8, -1, 65, -1, false
1, 6, -1, 10, -1, false
2, 7, -1, 4, -1, false
1, 5, -1, 4, -1, false
1, 6, -1, 4, -1, false
3, 6, -1, 2, -1, false
2, 7, -1, 2, -1, false
2, 7, -1, 2, -1, false
2, 8, -1, 2, -1, false
3, 10, -1, 2, -1, false
2, 7, -1, 2, -1, false
3, 4, -1, 7, -1, false
1, 1, -1, 7, -1, false
2, 3, -1, 7, -1, false
3, 6, -1, 8, -1, false
3, 6, -1, 9, -1, false
3, 6, -1, 9, -1, false
6, 13, -1, 8, -1, false
7, 13, -1, 9, -1, false
7, 12, -1, 7, -1, false
1, 4, -1, 7, -1, false
2, 5, -1, 7, -1, false
2, 5, -1, 7, -1, false
4, 7, -1, 9, -1, false
8, 14, -1, 9, -1, false
4, 10, -1, 9, -1, false
6, 16, -1, 7, -1, false
6, 18, -1, 7, -1, false
8, 20, -1, 7, -1, false
2, 5, -1, 9, -1, false
3, 6, -1, 9, -1, false
1, 3, -1, 12, -1, false
13, 23, -1, 17, -1, false
9, 17, -1, 12, -1, false
11, 21, -1, 12, -1, false
7, 16, -1, 13, -1, false
9, 18, -1, 17, -1, false
9, 18, -1, 18, -1, false
10, 19, -1, 9, -1, false
9, 16, -1, 9, -1, false
8, 17, -1, 8, -1, false
1, 2, -1, 3, -1, false
0, 1, -1, 0, -1, false
1, 2, -1, 3, -1, false
2, 5, -1, 5, -1, false
1, 4, -1, 1, -1, false
3, 6, -1, 5, -1, false
2, 8, -1, 0, -1, false
5, 11, -1, 0, -1, false
2, 6, -1, 0, -1, false
5, 13, -1, 14, -1, false
6, 15, -1, 15, -1, false
6, 14, -1, 14, -1, false
10, 26, -1, 18, -1, false
8, 21, -1, 19, -1, false
8, 24, -1, 18, -1, false
15, 44, -1, 16, -1, false
19, 44, -1, 16, -1, false
20, 50, -1, 15, -1, false
15, 39, -1, 19, -1, false
11, 36, -1, 18, -1, false
11, 32, -1, 18, -1, false
10, 37, -1, 30, -1, false
14, 40, -1, 30, -1, false
17, 44, -1, 27, -1, false
5, 11, -1, 56, -1, false
3, 9, -1, 56, -1, false
4, 9, -1, 56, -1, false
1, 6, -1, 56, -1, false
4, 10, -1, 56, -1, false
4, 10, -1, 56, -1, false
2, 5, -1, 14, -1, false
4, 8, -1, 14, -1, false
3, 6, -1, 14, -1, false
9, 20, -1, 58, -1, false
12, 23, -1, 58, -1, false
11, 22, -1, 58, -1, false
14, 24, -1, 58, -1, false
10, 20, -1, 58, -1, false
10, 20, -1, 17, -1, false
3, 14, -1, 17, -1, false
6, 17, -1, 17, -1, false
10, 21, -1, 18, -1, false
11, 32, -1, 57, -1, false
9, 29, -1, 57, -1, false
14, 33, -1, 57, -1, false
2, 3, -1, 1, -1, false
2, 3, -1, 1, -1, false
0, 1, -1, 1, -1, false
15, 41, -1, 6, -1, false
13, 40, -1, 3, -1, false
25, 53, -1, 6, -1, false
33, 67, -1, 56, -1, false
30, 62, -1, 56, -1, false
31, 67, -1, 56, -1, false
12, 27, -1, 0, -1, false
10, 24, -1, 0, -1, false
15, 30, -1, 0, -1, false
9, 22, -1, 2, -1, false
7, 20, -1, 2, -1, false
7, 20, -1, 2, -1, false
23, 69, -1, 30, -1, false
19, 62, -1, 17, -1, false
25, 71, -1, 30, -1, false
4, 9, -1, 1, -1, false
2, 5, -1, 1, -1, false
1, 4, -1, 1, -1, false
2, 5, -1, 13, -1, false
2, 5, -1, 14, -1, false
1, 4, -1, 13, -1, false
3, 6, -1, 14, -1, false
3, 6, -1, 14, -1, false
3, 6, -1, 14, -1, false
2, 7, -1, 14, -1, false
3, 9, -1, 56, -1, false
3, 9, -1, 56, -1, false
2, 5, -1, 14, -1, false
3, 6, -1, 14, -1, false
2, 5, -1, 14, -1, false

leaf_size, node_size, main_loc, snippet_size, snippet_loc, build_or_not
11, 23, -1, 1, -1, false
5, 18, -1, 0, -1, false
13, 27, -1, 0, -1, false
1, 2, -1, 21, -1, false
2, 3, -1, 21, -1, false
1, 1, -1, 21, -1, false
28, 70, -1, 0, -1, false
29, 73, -1, 0, -1, false
30, 70, -1, 0, -1, false
16, 43, -1, 3, -1, false
16, 43, -1, 2, -1, false
19, 44, -1, 3, -1, false
35, 77, -1, 0, -1, false
32, 73, -1, 0, -1, false
35, 76, -1, 0, -1, false
17, 46, -1, 3, -1, false
25, 56, -1, 4, -1, false
21, 52, -1, 3, -1, false
23, 50, -1, 9, -1, false
23, 52, -1, 8, -1, false
23, 51, -1, 9, -1, false
5, 12, -1, 2, -1, false
4, 11, -1, 2, -1, false
4, 12, -1, 2, -1, false
3, 4, -1, 15, -1, false
3, 4, -1, 15, -1, false
2, 3, -1, 2, -1, false
31, 67, -1, 13, -1, false
29, 65, -1, 10, -1, false
29, 65, -1, 10, -1, false
16, 47, -1, 4, -1, false
19, 52, -1, 14, -1, false
15, 46, -1, 14, -1, false
5, 12, -1, 2, -1, false
2, 8, -1, 2, -1, false
3, 10, -1, 2, -1, false
3, 7, -1, 2, -1, false
5, 9, -1, 2, -1, false
4, 7, -1, 2, -1, false
4, 8, -1, 2, -1, false
9, 17, -1, 2, -1, false
6, 14, -1, 2, -1, false
4, 7, -1, 1, -1, false
3, 6, -1, 1, -1, false
5, 8, -1, 1, -1, false
12, 22, -1, 4, -1, false
16, 25, -1, 4, -1, false
13, 23, -1, 4, -1, false
19, 54, -1, 8, -1, false
13, 43, -1, 6, -1, false
18, 56, -1, 10, -1, false
5, 11, -1, 2, -1, false
3, 8, -1, 1, -1, false
2, 8, -1, 2, -1, false
23, 45, -1, 11, -1, false
25, 48, -1, 11, -1, false
19, 39, -1, 8, -1, false
21, 46, -1, 5, -1, false
28, 56, -1, 5, -1, false
25, 51, -1, 5, -1, false
6, 14, -1, 2, -1, false
4, 11, -1, 2, -1, false
4, 10, -1, 2, -1, false
21, 40, -1, 4, -1, false
17, 35, -1, 3, -1, false
16, 31, -1, 4, -1, false
25, 43, -1, 5, -1, false
22, 40, -1, 5, -1, false
21, 37, -1, 4, -1, false
13, 34, -1, 11, -1, false
15, 37, -1, 11, -1, false
13, 33, -1, 9, -1, false
3, 7, -1, 1, -1, false
3, 9, -1, 2, -1, false
4, 10, -1, 2, -1, false
32, 58, -1, 6, -1, false
36, 61, -1, 5, -1, false
28, 52, -1, 4, -1, false
11, 29, -1, 11, -1, false
13, 33, -1, 13, -1, false
9, 30, -1, 11, -1, false
27, 51, -1, 3, -1, false
28, 52, -1, 3, -1, false
34, 58, -1, 3, -1, false
8, 12, -1, 18, -1, false
8, 11, -1, 14, -1, false
