leaf_size, snippet_size, build_or_not
3, 1, true
5, 4, false
2, 4, false
3, 4, false
1, 5, false
1, 5, false
0, 0, true
4, 1, true
4, 1, true
3, 1, true
2, 65, false
1, 66, false
2, 65, false
1, 0, true
3, 72, false
3, 66, false
9, 67, false
7, 65, false
8, 75, false
4, 41, false
3, 39, false
5, 41, false
1, 2, true
1, 2, true
2, 37, false
1, 65, false
0, 0, true
3, 138, false
2, 65, false
0, 0, true
0, 0, true
0, 0, true
1, 69, false
1, 69, false
0, 0, true
1, 2, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
88, 260, false
91, 263, false
83, 247, false
3, 121, false
7, 122, false
5, 127, false
1, 0, false
1, 0, false
0, 0, true
0, 0, true
1, 299, false
1, 299, false
4, 66, false
1, 65, false
2, 65, false
24, 304, false
23, 304, false
22, 144, false
4, 137, false
6, 68, false
2, 65, false
3, 311, false
1, 137, false
4, 140, false
1, 316, false
0, 0, true
1, 316, false
8, 87, false
9, 65, false
7, 119, false
16, 320, false
17, 144, false
19, 145, false
5, 6, false
7, 8, false
8, 10, false
4, 43, false
7, 65, false
5, 118, false
6, 38, false
4, 37, false
6, 39, false
1, 36, false
1, 39, false
2, 36, false
1, 0, true
0, 0, true
2, 44, false
0, 0, true
2, 36, false
2, 36, false
5, 45, false
4, 53, false
4, 53, false
4, 36, false
4, 36, false
1, 36, false
0, 0, true
1, 55, false
0, 0, true
2, 36, false
1, 36, false
2, 36, false
2, 36, false
1, 36, false
1, 36, false
3, 36, false
5, 37, false
4, 37, false
5, 38, false
1, 36, false
4, 36, false
2, 36, false
2, 36, false
5, 83, false
25, 72, false
21, 65, false
33, 79, false
17, 46, false
28, 59, false
25, 68, false
5, 37, false
1, 36, false
3, 36, false
1, 0, false
1, 0, true
3, 36, false
12, 37, false
13, 37, false
10, 38, false
4, 36, false
3, 36, false
1, 36, false
3, 37, false
2, 36, false
3, 37, false
2, 37, false
1, 38, false
3, 39, false
4, 36, false
5, 38, false
2, 36, false
2, 37, false
0, 0, true
1, 0, false
2, 36, false
4, 36, false
3, 36, false
3, 65, false
0, 0, true
3, 61, false
3, 62, false
3, 57, false
0, 0, true
1, 36, false
3, 62, false
1, 57, false
2, 57, false
3, 57, false
4, 65, false
1, 53, false
2, 42, false
0, 0, true
1, 53, false
6, 64, false
4, 60, false
1, 40, false
7, 64, false
4, 62, false
2, 62, false
3, 62, false
1, 52, false
1, 57, false
3, 61, false
3, 61, false
1, 0, true
1, 0, true
1, 0, true
0, 0, true
3, 0, false
1, 0, false
2, 1, false
3, 0, false
4, 1, false
5, 0, false
3, 0, false
5, 0, false
0, 0, true
1, 0, true
2, 0, true
0, 0, true
0, 0, true
0, 0, true
2, 39, false
0, 0, true
1, 0, true
0, 0, true
0, 0, true
1, 2, false
3, 40, false
3, 40, false
1, 2, false
15, 52, false
9, 51, false
15, 49, false

leaf_size, snippet_size, build_or_not
5, 2, false
3, 2, false
5, 3, false
4, 0, true
3, 0, true
1, 0, true
6, 2, false
4, 2, false
4, 2, false
5, 1, false
6, 1, false
4, 1, false
20, 11, false
26, 11, false
25, 16, false
21, 7, false
20, 10, false
19, 6, false
18, 8, false
17, 10, false
22, 7, false
1, 0, true
1, 0, true
0, 0, true
0, 0, true
4, 2, false
3, 2, false
0, 0, true
0, 0, true
2, 2, false
13, 4, false
18, 5, false
10, 2, false
12, 4, false
14, 5, false
15, 4, false
1, 0, false
2, 4, false
1, 2, false
10, 3, false
6, 21, false
4, 2, false
8, 4, false
10, 6, false
11, 6, false
8, 21, false
8, 20, false
11, 21, false
8, 1, false
4, 1, false
7, 1, false
1, 2, false
5, 0, false
2, 1, false
3, 0, false
4, 0, false
2, 0, false
0, 0, true
1, 0, false
1, 2, false
1, 0, true
7, 1, false
3, 1, false
24, 5, false
27, 4, false
22, 3, false
5, 4, false
8, 27, false
5, 2, false
9, 2, false
11, 2, false
11, 2, false
2, 18, false
1, 17, false
2, 18, false
5, 4, false
11, 7, false
7, 4, false
1, 0, true
0, 0, true
1, 0, true
10, 15, false
9, 17, false
10, 15, false
25, 17, false
23, 17, false
22, 17, false
48, 49, false
48, 75, false
51, 45, false
10, 84, false
14, 77, false
15, 85, false
2, 4, false
4, 4, false
3, 4, false
15, 111, false
17, 112, false
18, 110, false
4, 1, false
2, 2, false
3, 2, false
3, 4, false
0, 0, true
0, 0, true
3, 2, false
0, 0, true
1, 0, false
0, 0, true
1, 2, false
4, 2, false
5, 1, false
6, 2, false
7, 2, false
2, 1, false
2, 1, false
1, 0, false
8, 4, false
8, 4, false
12, 3, false
9, 0, false
5, 0, false
11, 0, false
1, 0, false
0, 0, true
1, 21, false
25, 0, false
24, 0, false
25, 0, false
10, 0, false
10, 0, false
13, 3, false
22, 0, false
25, 0, false
26, 0, false
16, 3, false
14, 0, false
15, 4, false
18, 9, false
17, 8, false
18, 8, false
5, 1, false
5, 1, false
2, 2, false
3, 15, false
1, 2, false
0, 0, true
4, 1, false
7, 1, false
5, 1, false
14, 2, false
17, 2, false
18, 3, false
2, 1, false
4, 2, false
0, 0, true
2, 2, false
3, 2, false
0, 0, true
3, 2, false
2, 2, false
4, 2, false
0, 0, true
1, 0, false
0, 0, true
1, 2, false
0, 0, true
1, 2, false
2, 0, false
3, 0, false
1, 0, false
5, 4, false
6, 4, false
1, 0, true
1, 0, true
4, 0, false
5, 2, false
7, 1, false
9, 2, false
8, 1, false
5, 0, false
7, 0, false
8, 0, false
5, 24, false
5, 4, false
4, 4, false
5, 1, false
13, 6, false
7, 5, false
9, 23, false
6, 30, false
5, 15, false
2, 2, false
1, 1, false
2, 2, false
6, 2, false
4, 1, false
7, 3, false
7, 2, false
7, 3, false
3, 1, false
1, 1, false
2, 1, false
0, 0, true
14, 2, false
13, 2, false
15, 2, false
9, 6, false
13, 6, false
10, 6, false
13, 2, false
16, 0, false
11, 0, false
11, 2, false
18, 9, false
23, 12, false
2, 1, false
3, 1, false
4, 1, false
2, 0, false
4, 2, false
4, 2, false
20, 10, false
20, 13, false
21, 10, false
11, 15, false
15, 8, false
11, 6, false
0, 0, true
1, 17, false
0, 0, true
26, 12, false
29, 11, false
26, 12, false
19, 1, false
14, 1, false
16, 1, false
2, 2, false
2, 2, false
0, 0, true
18, 11, false
12, 11, false
8, 11, false
2, 2, false
0, 0, true
1, 2, false
0, 0, true
2, 2, false
0, 0, true
0, 0, true
1, 0, true
1, 0, true
1, 0, true
1, 0, true
1, 0, true
2, 1, false
0, 0, true
3, 2, false
0, 0, true
1, 0, true
1, 2, false
3, 2, false
1, 2, false
0, 0, true
12, 5, false
13, 2, false
11, 7, false
3, 4, false
6, 4, false
6, 4, false
8, 1, false
9, 1, false
13, 3, false
1, 2, false
0, 0, true
2, 1, false
18, 4, false
24, 6, false
21, 4, false
6, 11, false
8, 9, false
12, 13, false
26, 3, false
19, 3, false
26, 3, false
11, 9, false
12, 7, false
9, 12, false
6, 13, false
4, 4, false
6, 13, false
2, 1, false
2, 1, false
1, 1, false
12, 4, false
14, 4, false
11, 3, false
3, 2, false
2, 1, false
2, 2, false
15, 8, false
16, 9, false
14, 9, false
19, 4, false
21, 4, false
16, 4, false
1, 2, false
3, 3, false
5, 2, false
13, 3, false
17, 3, false
8, 2, false
19, 4, false
11, 3, false
17, 4, false
9, 10, false
9, 9, false
10, 11, false
1, 0, true
6, 12, false
6, 12, false
1, 1, false
4, 1, false
4, 1, false
12, 3, false
15, 3, false
11, 4, false

leaf_size, snippet_size, build_or_not
11, 3, false
8, 3, false
12, 3, false
7, 428, false
6, 438, false
5, 41, false
1, 1, true
1, 1, true
2, 1, true
0, 0, true
2, 1, true
4, 1, false
1, 4, true
0, 0, true
3, 4, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 1, true
1, 1, true
3, 1, true
1, 1, true
1, 1, true
1, 1, true
0, 0, true
6, 0, true
3, 0, false
3, 0, false
0, 0, true
2, 1, true
3, 1, true
2, 0, true
2, 1, true
5, 2, true
7, 1, true
8, 1, true
7, 1, true
0, 0, true
1, 0, true
0, 0, true
2, 1, true
0, 0, true
2, 1, true
0, 0, true
0, 0, true
5, 173, false
1, 38, true
0, 0, true
1, 38, true
1, 1, true
0, 0, true
2, 16, false
2, 35, false
1, 30, false
4, 32, true
0, 0, true
2, 31, false
2, 33, false
6, 10, true
4, 8, true
0, 0, true
1, 0, true
3, 173, false
3, 5, false
0, 0, true
1, 8, false
2, 8, true
0, 0, true
0, 0, true
4, 8, true
1, 8, true
1, 8, true
0, 0, true
2, 9, true
1, 8, true
1, 8, true
0, 0, true
0, 0, true
1, 10, true
2, 8, true
2, 8, true
1, 10, true
2, 10, true
2, 8, true
2, 10, true
1, 11, true
0, 0, true
1, 11, true
1, 8, true
0, 0, true
1, 8, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
3, 8, true
2, 8, true
2, 8, true
3, 8, true
4, 8, true
4, 8, true
2, 9, true
0, 0, true
1, 0, false
0, 0, true
1, 8, true
2, 9, true
1, 9, true
1, 8, true
1, 8, true
1, 8, true
2, 8, true
0, 0, true
0, 0, true
3, 8, true
2, 9, true
3, 8, true
1, 8, true
4, 8, true
10, 158, false
11, 158, false
9, 173, false
4, 18, false
8, 173, false
9, 173, false
7, 157, false
4, 13, false
7, 155, false
18, 3, false
18, 7, false
22, 9, false
5, 1, true
7, 1, false
2, 0, true
2, 4, false
2, 0, true
0, 0, true
2, 0, false
2, 10, true
6, 32, true
3, 14, true
4, 25, true
2, 30, true
1, 4, true
0, 0, true
2, 12, true
6, 15, true
6, 30, true
6, 15, true
2, 20, false
4, 12, true
1, 4, true
4, 14, true
4, 21, true
5, 30, true
24, 4, true
17, 3, true
22, 5, false
1, 0, true
0, 0, true
2, 9, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
4, 0, true
2, 0, true
4, 0, true
3, 0, false
5, 0, false
3, 0, true
4, 0, true
4, 0, true
13, 96, false
5, 9, false
6, 92, false
4, 7, true
3, 7, true
3, 7, true
0, 0, true
4, 1, true
1, 1, true
2, 1, true
2, 8, true
4, 1, true
4, 9, true
1, 0, true
2, 1, true
0, 0, true
0, 0, true
3, 8, true
1, 1, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
2, 8, true
1, 1, true
5, 81, false
3, 79, false
4, 88, false
8, 21, false
1, 0, true
6, 19, false
7, 14, false
7, 14, false
5, 14, false
3, 28, false
4, 28, false
3, 22, false
8, 34, false
8, 36, false
6, 18, false
11, 78, false
12, 136, false
9, 442, false
4, 3, false
6, 3, false
4, 3, false
5, 3, false
11, 3, false
9, 3, false
2, 3, false
3, 3, false
4, 3, false
4, 5, false
5, 6, false
4, 5, false
2, 4, false
2, 4, false
0, 0, true
5, 9, false
3, 9, false
3, 4, false
6, 3, false
7, 3, false
8, 3, false
3, 3, false
2, 2, true
1, 0, true
1, 3, false
2, 3, false
0, 0, true
5, 7, false
3, 6, false
1, 4, false
1, 4, false
0, 0, true
1, 3, true
3, 6, false
2, 5, false
4, 10, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 2, true
1, 2, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 3, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
2, 2, true
0, 0, true
2, 5, false
2, 5, false
1, 0, true
2, 1, false
3, 1, false
0, 0, true
3, 87, false
3, 48, false
0, 0, true
2, 8, false
3, 42, false
3, 40, false
9, 129, false
10, 96, false
6, 89, false
14, 297, false
12, 446, false
7, 436, false
1, 1, true
1, 1, true
1, 1, true
4, 2, false
4, 2, false
3, 2, false
1, 0, true
4, 2, true
3, 2, true
17, 50, false
25, 50, false
15, 50, false
15, 46, false
10, 46, false
12, 46, false
2, 46, false
3, 46, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 0, true
1, 0, false
2, 1, true
4, 4, false
4, 6, true
5, 6, false
0, 0, true
0, 0, true
1, 2, true
6, 52, false
12, 47, false
10, 53, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
4, 62, false
1, 0, true
1, 62, false
7, 46, false
5, 46, false
4, 46, false
8, 48, false
5, 48, false
5, 49, false
16, 0, false
20, 0, false
19, 0, false
4, 48, false
1, 3, false
4, 48, false
6, 48, false
4, 46, false
4, 48, false
1, 0, true
3, 46, false
3, 3, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 0, true
1, 0, true
0, 0, true
2, 47, false
2, 47, false
1, 3, false
16, 52, false
10, 52, false
17, 52, false
3, 55, false
3, 7, false
3, 56, false
1, 63, false
1, 63, false
1, 63, false
2, 55, false
4, 56, false
0, 0, true
7, 66, false
8, 60, false
4, 69, false
3, 71, false
6, 109, false
4, 109, false
3, 47, false
2, 47, false
3, 49, false
6, 197, false
9, 199, false
8, 226, false
5, 2, true
8, 4, true
9, 4, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 49, false
0, 0, true
1, 49, false
0, 0, true
0, 0, true
1, 31, false
1, 31, false
1, 31, false
0, 0, true
4, 45, false
7, 47, false
7, 52, false
2, 52, false
4, 52, false
0, 0, true
3, 52, false
2, 45, false
1, 1, true
1, 1, true
5, 1, true
8, 87, false
8, 87, false
7, 87, false
4, 89, false
3, 87, false
3, 89, false
14, 113, false
10, 113, false
8, 103, false
2, 0, false
4, 115, false
2, 115, false
2, 129, false
1, 129, false
0, 0, true
35, 3, false
27, 3, false
33, 3, false
1, 9, false
0, 0, true
1, 9, false
0, 0, true
1, 0, true
1, 0, true
0, 0, true
0, 0, true
1, 1, false
12, 32, false
11, 32, false
8, 72, false
2, 52, false
4, 53, false
4, 18, false
0, 0, true
0, 0, true
1, 8, false
8, 28, false
9, 29, false
14, 27, false
1, 14, false
1, 0, true
1, 7, false
9, 24, false
12, 28, false
9, 32, false
6, 51, false
2, 16, false
3, 53, false
1, 47, false
0, 0, true
1, 47, false
1, 33, false
0, 0, true
0, 0, true
2, 0, false
1, 0, false
0, 0, true
4, 57, false
8, 55, false
9, 61, false
3, 55, false
5, 53, false
3, 55, false
3, 60, false
3, 60, false
2, 53, false
5, 65, false
5, 65, false
5, 65, false
15, 98, false
18, 106, false
11, 95, false
0, 0, true
4, 63, false
4, 61, false
0, 0, true
5, 108, false
6, 77, false
4, 0, true
4, 0, true
4, 0, true
11, 50, false
12, 116, false
13, 130, false
3, 1, false
3, 0, false
2, 0, false
1, 1, false
5, 32, false
2, 32, false
2, 0, true
2, 3, false
2, 0, true
1, 426, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 0, false
7, 175, false
8, 318, false
6, 132, false
3, 35, false
5, 93, false
1, 31, false
2, 36, false
3, 33, false
4, 36, false
3, 35, false
3, 34, false
5, 39, false
10, 6, false
10, 6, false
9, 6, false
3, 0, true
4, 7, true
1, 0, true
12, 2, true
12, 2, true
16, 0, true
8, 0, false
4, 0, true
5, 0, false
7, 2, false
5, 2, false
6, 1, true
1, 32, false
0, 0, true
0, 0, true
0, 0, true
1, 32, false
0, 0, true
2, 32, false
1, 31, false
0, 0, true
3, 33, false
3, 33, false
1, 33, false
0, 0, true
0, 0, true
0, 0, true
2, 34, false
0, 0, true
2, 34, false
4, 32, false
3, 32, false
3, 32, false
1, 33, false
0, 0, true
0, 0, true
1, 36, false
4, 41, false
2, 40, false
0, 0, true
1, 0, true
0, 0, true
9, 53, false
6, 38, false
8, 50, false
7, 40, false
4, 47, false
10, 49, false
2, 45, false
2, 32, false
3, 34, false
0, 0, true
1, 33, false
1, 33, false
1, 0, true
1, 1, false
0, 0, true
3, 35, false
3, 35, false
3, 35, false
4, 236, false
1, 31, false
3, 236, false
3, 33, false
2, 33, false
2, 33, false
15, 50, false
14, 57, false
12, 39, false
1, 0, false
8, 253, false
6, 253, false
0, 0, true
0, 0, true
1, 1, false
3, 254, false
2, 254, false
1, 31, false
8, 33, false
7, 32, false
8, 33, false
4, 50, false
2, 47, false
2, 45, false
0, 0, true
2, 1, true
0, 0, true
0, 0, true
0, 0, true
1, 7, false
2, 63, false
2, 63, false
2, 63, false
4, 0, true
8, 0, true
2, 0, true
0, 0, true
0, 0, true
0, 0, true
8, 8, false
3, 4, true
8, 8, false
1, 0, true
3, 9, false
1, 3, true
1, 10, false
0, 0, true
1, 10, false
2, 10, false
2, 10, false
1, 3, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 3, true
1, 0, true
1, 0, false
0, 0, true
1, 3, true
1, 0, true
1, 0, true
2, 3, false
1, 0, true
3, 3, false
3, 9, false
4, 9, false
2, 3, true
0, 0, true
1, 3, true
1, 3, true
0, 0, true
5, 6, false
0, 0, true
2, 11, false
2, 11, false
5, 11, false
2, 3, false
3, 11, false
4, 11, false
4, 6, false
2, 3, false
3, 4, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 3, true
1, 3, true
0, 0, true
1, 9, false
0, 0, true
4, 3, false
2, 5, false
3, 3, false
2, 0, true
2, 1, true
1, 0, true
2, 0, true
3, 5, true
2, 5, false
1, 0, true
3, 0, true
1, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 57, false
1, 57, false
0, 0, true
9, 61, false
10, 64, false
6, 64, false
4, 47, false
6, 47, false
7, 98, false
3, 1, false
3, 1, false
6, 1, false
1, 2, false
1, 1, false
0, 0, true
3, 0, false
3, 0, false
0, 0, true
9, 3, false
10, 3, false
6, 3, false
1, 0, true
3, 0, true
1, 0, true
3, 3, false
2, 4, true
1, 0, true
1, 7, false
0, 0, true
0, 0, true
1, 15, false
2, 15, false
1, 4, false
6, 4, true
7, 4, false
7, 4, false
8, 4, false
9, 4, false
15, 10, true
10, 10, true
10, 4, false
9, 4, false
4, 4, true
6, 4, false
0, 0, true
1, 1, true
1, 1, true
0, 0, true
13, 11, false
8, 10, true
6, 5, false
0, 0, true
1, 3, true
0, 0, true
2, 4, true
1, 4, true
1, 4, true
5, 5, true
8, 5, true
4, 5, true
0, 0, true
1, 12, false
3, 16, false
0, 0, true
1, 1, true
3, 1, true
0, 0, true
1, 1, true
2, 1, true
6, 7, true
2, 7, true
4, 7, true
2, 12, false
5, 13, false
1, 12, false
1, 16, false
0, 0, true
1, 16, false
10, 17, false
9, 17, false
9, 18, false
6, 15, false
4, 15, false
4, 15, false
1, 14, false
1, 14, false
1, 14, false
4, 14, false
4, 14, false
5, 13, false
0, 0, true
2, 13, false
2, 13, false
2, 14, false
3, 14, false
3, 14, false
0, 0, true
3, 16, false
3, 16, false
3, 12, false
2, 12, false
4, 14, false
0, 0, true
1, 15, false
0, 0, true
0, 0, true
0, 0, true
0, 0, true
5, 14, false
5, 12, false
2, 12, false
0, 0, true
1, 0, true
0, 0, true
1, 16, false
1, 16, false
1, 16, false
1, 0, true
3, 17, false
1, 0, true
3, 14, false
1, 0, true
3, 12, false
2, 31, false
1, 31, false
1, 31, false
2, 1, true
6, 1, true
3, 1, true
9, 2, false
5, 3, false
7, 2, false
2, 5, false
3, 5, false
1, 0, true
13, 18, false
9, 18, false
10, 20, false
1, 0, true
0, 0, true
0, 0, true
2, 4, true
3, 4, true
3, 6, true
8, 74, false
7, 68, false
5, 66, false
8, 74, false
4, 74, false
8, 68, false
7, 63, false
5, 63, false
7, 63, false
2, 64, false
3, 65, false
2, 61, false
6, 64, false
6, 64, false
6, 68, false
1, 2, true
0, 0, true
2, 2, true
2, 2, true
3, 2, true
2, 2, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
2, 2, true
2, 2, true
6, 0, true
7, 0, true
7, 0, true
9, 66, false
14, 67, false
7, 23, false
2, 213, false
0, 0, true
0, 0, true
5, 68, false
3, 20, false
4, 68, false
0, 0, true
0, 0, true
1, 45, false
2, 61, false
2, 77, false
1, 0, false
4, 48, false
8, 49, false
3, 49, false
14, 97, false
15, 90, false
16, 83, false
7, 86, false
4, 85, false
0, 0, true
5, 63, false
6, 63, false
8, 91, false
2, 63, false
1, 61, false
3, 92, false
6, 86, false
6, 80, false
7, 80, false
3, 45, false
7, 96, false
6, 96, false
0, 0, true
0, 0, true
0, 0, true
1, 10, false
0, 0, true
1, 10, true
1, 6, false
2, 9, true
3, 9, true
4, 12, true
1, 0, true
5, 12, true
1, 0, true
6, 9, true
3, 9, true
2, 13, false
1, 0, true
3, 13, false
0, 0, true
1, 16, true
1, 16, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
5, 10, true
3, 10, true
3, 10, true
1, 0, true
0, 0, true
1, 11, true
12, 0, false
14, 0, false
11, 0, false
13, 0, false
19, 0, false
13, 0, false
4, 2, false
5, 2, false
1, 1, true
3, 11, false
2, 9, false
2, 11, false
3, 9, false
7, 16, false
3, 8, false
2, 10, false
2, 8, false
4, 12, false
5, 1, false
6, 1, false
5, 2, false
1, 0, true
0, 0, true
0, 0, true
0, 0, true
1, 0, true
1, 0, true
8, 0, false
8, 0, false
11, 3, false
4, 0, false
6, 0, false
8, 0, false
0, 0, true
1, 2, true
0, 0, true
6, 0, false
10, 0, false
6, 0, false
1, 0, true
1, 87, false
0, 0, true
2, 87, false
1, 0, true
2, 87, false
2, 87, false
2, 87, false
1, 87, false
3, 87, false
2, 87, false
3, 87, false
8, 0, true
4, 0, false
10, 0, true
3, 3, false
4, 3, true
1, 0, true
3, 87, false
3, 87, false
0, 0, true
4, 87, false
3, 87, false
6, 87, false
3, 87, false
2, 87, false
5, 87, false
2, 87, false
2, 87, false
1, 0, true
3, 87, false
2, 87, false
5, 87, false
2, 87, false
1, 0, true
1, 87, false
3, 87, false
0, 0, true
4, 87, false
16, 87, false
19, 87, false
16, 87, false
5, 0, true
4, 0, false
4, 0, false
4, 87, false
6, 87, false
5, 87, false
3, 87, false
3, 87, false
2, 87, false
1, 0, true
2, 0, false
3, 1, false
13, 87, false
21, 87, false
20, 87, false
4, 87, false
2, 87, false
5, 87, false
11, 91, false
8, 91, false
10, 91, false
2, 91, false
2, 91, false
0, 0, true
2, 0, false
3, 0, false
6, 0, false
4, 7, false
1, 1, true
1, 1, false
4, 0, true
6, 0, true
2, 0, false
2, 0, false
6, 0, true
0, 0, true
1, 1, true
1, 1, true
1, 1, true
2, 1, false
2, 0, false
1, 1, false
0, 0, true
3, 5, false
1, 2, false
8, 120, false
6, 120, false
5, 112, false
0, 0, true
4, 40, false
5, 123, false
1, 0, true
1, 0, true
0, 0, true
1, 0, true
1, 0, true
1, 0, true
2, 1, true
1, 0, true
3, 1, true
1, 0, true
2, 1, true
1, 1, true
16, 3, true
11, 4, true
13, 3, true
37, 3, false
46, 4, false
46, 3, true
25, 4, true
34, 5, true
25, 4, true
2, 8, false
5, 8, false
5, 8, false
1, 0, false
0, 0, true
1, 0, false
0, 0, true
3, 33, false
0, 0, true
1, 1, true
1, 0, false
2, 14, false
1, 0, true
3, 45, false
2, 45, false
0, 0, true
0, 0, true
1, 0, true
9, 79, false
6, 73, false
10, 122, false
2, 122, false
2, 122, false
0, 0, true
10, 54, false
12, 55, false
14, 54, false
5, 66, false
6, 62, false
3, 46, false
5, 56, false
9, 58, false
8, 71, false
4, 62, false
3, 45, false
4, 62, false
9, 52, false
13, 68, false
9, 49, false
1, 0, true
1, 24, false
0, 0, true
4, 45, false
6, 52, false
3, 45, false
3, 31, false
4, 31, false
2, 29, false
0, 0, true
1, 3, true
3, 5, true
1, 0, true
1, 0, true
2, 5, true
2, 6, true
2, 6, true
1, 3, true
0, 0, true
2, 3, true
0, 0, true
0, 0, true
0, 0, true
1, 3, true
0, 0, true
0, 0, true
0, 0, true
5, 2, true
0, 0, true
3, 2, true
0, 0, true
0, 0, true
0, 0, true
3, 6, false
2, 7, false
3, 7, false
1, 0, true
1, 0, true
0, 0, true
1, 7, true
2, 22, false
2, 22, false
4, 9, true
2, 4, true
4, 12, true
3, 8, true
3, 8, true
3, 22, false
4, 22, false
3, 4, false
3, 4, false
8, 22, false
10, 22, false
4, 22, false
2, 4, false
3, 22, false
4, 22, false
1, 3, false
1, 3, false
0, 0, true
2, 11, false
0, 0, true
3, 22, false
2, 6, true
1, 6, true
1, 3, true
0, 0, true
2, 22, false
1, 22, false
1, 4, false
1, 4, false
0, 0, true
1, 8, true
0, 0, true
0, 0, true
1, 30, false
2, 35, false
1, 30, false
2, 29, false
5, 35, false
4, 35, false
2, 36, false
4, 37, false
2, 32, false
1, 4, true
4, 31, false
3, 40, false
5, 44, false
6, 44, false
5, 44, false
3, 37, false
2, 32, false
2, 148, false
6, 58, false
4, 59, false
2, 32, false
2, 73, false
3, 73, false
1, 73, false
9, 52, false
5, 41, false
6, 148, false
2, 148, false
5, 148, false
4, 148, false
2, 148, false
1, 148, false
4, 148, false
4, 47, false
5, 148, false
2, 148, false
2, 11, false
2, 11, false
2, 4, true
1, 0, true
0, 0, true
0, 0, true
1, 12, false
1, 12, false
1, 12, false
1, 0, true
0, 0, true
0, 0, true
1, 0, true
0, 0, true
1, 0, true
4, 10, false
4, 10, false
4, 10, false
1, 0, true
0, 0, true
1, 0, true
4, 13, false
8, 3, true
7, 13, false
1, 0, true
3, 13, false
1, 0, true
16, 41, false
12, 40, false
14, 40, false
4, 47, false
3, 47, false
1, 29, false
9, 51, false
7, 41, false
2, 32, false
1, 2, true
5, 111, false
4, 77, false
1, 13, false
2, 28, false
1, 13, false
6, 23, false
7, 148, false
6, 22, false
25, 50, false
18, 61, false
21, 61, false
1, 61, false
1, 61, false
1, 3, true
0, 0, true
1, 15, false
0, 0, true
1, 0, true
7, 185, false
4, 159, false
0, 0, true
1, 0, true
1, 0, true
1, 5, true
2, 6, true
3, 6, false
1, 6, true
0, 0, true
0, 0, true
11, 4, false
5, 2, false
6, 5, false
1, 0, true
0, 0, true
2, 0, true
2, 0, true
1, 0, true
4, 0, false
2, 1, true
0, 0, true
2, 1, true
2, 2, false
4, 2, false
1, 0, false
1, 0, true
0, 0, true
1, 0, true
3, 0, true
2, 0, true
0, 0, true
1, 0, true
0, 0, true
1, 0, true
0, 0, true
1, 0, true
0, 0, true
4, 5, true
5, 5, true
4, 3, true
0, 0, true
0, 0, true
1, 0, true
3, 3, true
2, 4, true
2, 4, true
4, 14, true
1, 0, false
3, 14, true
2, 15, true
3, 15, true
2, 5, true
7, 15, true
7, 6, true
2, 5, true
11, 9, true
13, 12, false
8, 11, false
9, 2, true
5, 2, true
4, 2, true
2, 2, true
2, 2, true
1, 0, true
1, 45, false
0, 0, true
1, 45, false
1, 0, true
4, 74, false
3, 74, false
3, 47, false
0, 0, true
1, 47, false
0, 0, true
0, 0, true
0, 0, true
1, 0, true
1, 0, true
2, 0, false
0, 0, true
4, 47, false
0, 0, true
1, 53, false
1, 53, false
0, 0, true
0, 0, true
0, 0, true
1, 53, false
0, 0, true
1, 53, false
0, 0, true
18, 54, false
18, 54, false
12, 52, false
3, 76, false
5, 77, false
4, 76, false
2, 0, false
1, 0, false
1, 0, true
2, 46, false
2, 46, false
3, 46, false
1, 0, true
6, 49, false
7, 49, false
0, 0, true
1, 0, false
1, 45, false
5, 19, false
2, 12, false
5, 19, false
10, 134, false
8, 133, false
3, 46, false
7, 4, false
10, 4, false
10, 4, false
2, 1, true
2, 1, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
0, 0, true
2, 155, false
0, 0, true
5, 55, false
5, 49, false
3, 2, false
7, 47, false
7, 47, false
8, 51, false
7, 51, false
3, 47, false
7, 51, false
2, 49, false
4, 51, false
3, 47, false
7, 22, false
5, 21, false
9, 22, false
5, 16, false
7, 13, false
7, 16, false
2, 50, false
1, 0, false
3, 52, false
10, 1, false
7, 1, false
11, 1, false
1, 0, true
0, 0, true
1, 1, false
7, 17, false
7, 15, false
